TR:TKD:CellLine,TR:FLT3i,TR:TNFA,TR:IGF1,TR:MAPK14i,TR:JNKi,TR:PI3Ki,TR:MTORi,TR:MEK1_2i,TR:GSK3Bi,TR:GSK3Ai,DA:CREB1,DA:JNK,DA:MAPK14,DA:ERK1_2,DA:STAT3,DA:STAT5A,DA:GSK3B,DA:IGF1R,DA:MTOR,DA:RPS6KB1,DA:PTEN,DA:GSK3A,DA:TSC2,DA:RPS6,DV:CREB1,DV:JNK,DV:MAPK14,DV:ERK1_2,DV:STAT3,DV:STAT5A,DV:GSK3B,DV:IGF1R,DV:MTOR,DV:RPS6KB1,DV:PTEN,DV:GSK3A,DV:TSC2,DV:RPS6
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038339731,0.037290785,0.988627639,0.00965606,0.010940499,0.005399073,0.012754192,0.00439521,0.031840885,0.004126116,0.446203525,0.004215814,0.0289868,0.006637664
1,1,1,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.07431201,0.10374729,1.199855476,0.009385821,0.016886221,0.006205178,0.018781283,0.005316955,0.039674886,0.005418561,0.55825987,0.005683641,0.051338568,0.009900536
1,1,0,1,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.022827497,0.037042802,0.475510204,0.008143148,0.011143255,0.005678774,0.011461318,0.004323129,0.032062736,0.004359728,0.502991002,0.004410423,0.041019454,0.008143568
1,1,1,0,1,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.023260285,0.210784314,0.819684737,0.011341792,0.018550557,0.006670591,0.012044162,0.004542727,0.041570241,0.004588252,0.538163743,0.004492664,0.056826948,0.008507384
1,1,1,0,0,1,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.114982413,0.073367714,1.159045537,0.009146638,0.010703513,0.005740975,0.013588866,0.005276079,0.034298864,0.005504891,0.499406907,0.005324906,0.020695286,0.008938536
1,1,0,1,0,0,1,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.027937068,0.039602019,0.620278134,0.00933689,0.011861001,0.006714699,0.010457277,0.005054287,0.034628262,0.004960689,0.534330138,0.005178472,0.035499702,0.009172595
1,1,0,1,0,0,0,1,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.026127049,0.038705372,0.423852424,0.007377049,0.009528689,0.005338672,0.010528313,0.004173385,0.034020218,0.00399221,0.510223953,0.003983686,0.034020218,0.007387247
1,1,0,1,0,0,0,0,1,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.019633943,0.033610649,0.471072023,0.006465415,0.009981407,0.005088561,0.010495066,0.004097675,0.03248871,0.003763171,0.531903328,0.004055862,0.034872052,0.00735909
1,0,1,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.093179453,0.066124302,0.884400719,0.017689906,0.037364696,0.036948376,0.062511382,0.005008195,0.115734839,0.010550581,0.478601348,0.005496941,0.130242043,0.029775997
1,0,0,1,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.07079603,0.034497859,0.679641884,0.017590509,0.034838459,0.039680916,0.060688901,0.005571031,0.105725858,0.011026062,0.531466881,0.005891559,0.125387279,0.024512484
1,0,1,0,1,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.044579156,0.174579985,0.703940312,0.046724178,0.037710007,0.030329171,0.051051265,0.005815644,0.090321049,0.013143057,0.535693516,0.006506252,0.169526025,0.014576103
1,0,1,0,0,1,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.062600778,0.04211325,0.923076923,0.00834677,0.008789723,0.007018875,0.014885355,0.004875022,0.036163801,0.005052296,0.527566034,0.005052296,0.028984223,0.008321006
1,0,0,1,0,0,1,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.07066835,0.031179775,0.500045098,0.014680085,0.016385768,0.027996255,0.039937353,0.004698512,0.057556774,0.004894283,0.557018403,0.004698512,0.068519969,0.011648395
1,0,0,1,0,0,0,1,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.063628199,0.026250333,0.512095852,0.014450999,0.024962246,0.025883752,0.042046481,0.003859736,0.07957625,0.004188224,0.530344091,0.00402398,0.110372013,0.009197668
1,0,0,1,0,0,0,0,1,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.03478836,0.052631579,0.571163086,0.006811146,0.009699937,0.023706325,0.046250049,0.004955362,0.069615721,0.005505958,0.552168954,0.005012332,0.106264994,0.009388177
1,0,0,1,0,0,0,0,0,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0.088716091,0.026542105,0.600546246,0.014138022,0.032826721,0.032566464,0.023831549,0.004581296,0.079864323,0.006435916,0.498696274,0.004493194,0.105854368,0.014272499
